Calendar Day,Group,Division,Business Unit,Gross Order $
11/10/2019,Construction & Energy,Hubbell Products Mexico,Hubbell Products Mexico,704769.1
11/10/2019,Construction & Energy,Hubbell Scotland,Hubbell Scotland,747725.46
11/10/2019,Construction & Energy,Killark,Killark,1472770.68
11/10/2019,Hubbell Lighting,C & I,AAL,148934.46
11/10/2019,Hubbell Lighting,C & I,Alera,54365.32
11/10/2019,Hubbell Lighting,C & I,Beacon,678162.87
11/10/2019,Hubbell Lighting,C & I,Columbia,3045268.26
11/10/2019,Hubbell Lighting,C & I,Hubbell Control Solutions,2285266.88
11/10/2019,Hubbell Lighting,C & I,Hubbell Lighting Components,434809.58
11/10/2019,Hubbell Lighting,C & I,Industrial Lighting,152621.49
11/10/2019,Hubbell Lighting,C & I,Kim,1195950.32
11/10/2019,Hubbell Lighting,C & I,Kurt Versen,30765.69
11/10/2019,Hubbell Lighting,C & I,Life Safety,1241096.87
11/10/2019,Hubbell Lighting,C & I,Litecontrol,853759.25
11/10/2019,Hubbell Lighting,C & I,Outdoor,1304082.67
11/10/2019,Hubbell Lighting,C & I,Prescolite,910568.78
11/10/2019,Hubbell Lighting,C & I,Security Lighting,117845.85
11/10/2019,Hubbell Lighting,Residential,Progress Lighting,6978535.79
11/10/2019,Integrated Solutions,Integrated Solutions,iDevices,186469.88
11/10/2019,Power Systems,Aiken - Arresters,Aiken - Arresters,1977035
11/10/2019,Power Systems,Aiken - Cable Acc,Aiken - Cable Acc,758114.14
11/10/2019,Power Systems,Aiken - Insulator,Aiken - Insulator,1207429.15
11/10/2019,Power Systems,Civil & Construction,Civil & Construction,4530402.05
11/10/2019,Power Systems,Connectors,Connectors,4189766.83
11/10/2019,Power Systems,Enclosures,Enclosures,4274454.92
11/10/2019,Power Systems,HPS China,HPS China,291282.98
11/10/2019,Power Systems,Switching Fusing,Switching & Fusing,3152209.01
11/10/2019,Power Systems,Tools and Equipment,Tools and Equipment,1811425.07
11/10/2019,Power Systems,Total Bushings,Bushings,901375.58
11/10/2019,Power Systems,Utility Automation,Utility Automation,1030318.49
11/17/2019,Commercial & Industrial,ACME,ACME,936857.19
11/17/2019,Commercial & Industrial,Gleason Reel,Gleason Reel,684593.48
11/17/2019,Commercial & Industrial,Hipotronics,Hipotronics,387518.31
11/17/2019,Commercial & Industrial,Industrial Controls,Industrial Controls,756938.27
11/17/2019,Commercial & Industrial,Raco/TayMac,Raco/TayMac,5073304.39
11/17/2019,Commercial & Industrial,WBP,Bryant Electric,588086.34
11/17/2019,Commercial & Industrial,WBP,Premise Wiring,1158346.83
11/17/2019,Commercial & Industrial,WBP,WDK,7816805.56
11/17/2019,Commercial & Industrial,Wiegmann,Wiegmann,854781.21
11/17/2019,Construction & Energy,Burndy - US,Burndy - US,6526734.72
11/17/2019,Construction & Energy,CMC,CMC,2170068.02
11/17/2019,Construction & Energy,Continental Industries,Continental Industries,1056130.14
11/17/2019,Construction & Energy,GAI-Tronics - UK,Gai-Tronics - UK,252157.46
11/17/2019,Construction & Energy,GAI-Tronics - US,GAI-Tronics - US,823514.55
11/17/2019,Construction & Energy,Hawke - UK,Hawke - UK,328533.48
11/17/2019,Construction & Energy,Hubbell Canada,Hubbell Canada,2121364.74
11/17/2019,Construction & Energy,Hubbell Products Mexico,Hubbell Products Mexico,741434.06
11/17/2019,Construction & Energy,Hubbell Scotland,Hubbell Scotland,541720.02
11/17/2019,Construction & Energy,Killark,Killark,1636510.02
11/17/2019,Hubbell Lighting,C & I,AAL,157988.39
11/17/2019,Hubbell Lighting,C & I,Alera,39035.7
11/17/2019,Hubbell Lighting,C & I,Beacon,869117.56
11/17/2019,Hubbell Lighting,C & I,Columbia,2817779.22
11/17/2019,Hubbell Lighting,C & I,Hubbell Control Solutions,995746.51
11/17/2019,Hubbell Lighting,C & I,Hubbell Lighting Components,186716.27
11/17/2019,Hubbell Lighting,C & I,Industrial Lighting,280364.63
11/17/2019,Hubbell Lighting,C & I,Kim,729096.99
11/17/2019,Hubbell Lighting,C & I,Kurt Versen,22530.28
11/17/2019,Hubbell Lighting,C & I,Life Safety,1279500.34
11/17/2019,Hubbell Lighting,C & I,Litecontrol,1143190.8
11/17/2019,Hubbell Lighting,C & I,Outdoor,1126860.02
11/17/2019,Hubbell Lighting,C & I,Prescolite,801584.39
11/17/2019,Hubbell Lighting,C & I,Security Lighting,75160.3
11/17/2019,Hubbell Lighting,Residential,Progress Lighting,5769812.67
11/17/2019,Integrated Solutions,Integrated Solutions,iDevices,166408.86
11/17/2019,Power Systems,Aiken - Arresters,Aiken - Arresters,1393416.13
11/17/2019,Power Systems,Aiken - Cable Acc,Aiken - Cable Acc,685927.57
11/17/2019,Power Systems,Aiken - Insulator,Aiken - Insulator,1891296.21
11/17/2019,Power Systems,Civil & Construction,Civil & Construction,4447532.54
11/17/2019,Power Systems,Connectors,Connectors,3181492.76
11/17/2019,Power Systems,Enclosures,Enclosures,4396343.82
11/17/2019,Power Systems,HPS China,HPS China,230122.86
11/17/2019,Power Systems,Switching Fusing,Switching & Fusing,3806468.64
11/17/2019,Power Systems,Tools and Equipment,Tools and Equipment,1939068.5
11/17/2019,Power Systems,Total Bushings,Bushings,1572606.21
11/17/2019,Power Systems,Utility Automation,Utility Automation,1318847.9
11/24/2019,Commercial & Industrial,ACME,ACME,997710.16
11/24/2019,Commercial & Industrial,Gleason Reel,Gleason Reel,475949.82
11/24/2019,Commercial & Industrial,Hipotronics,Hipotronics,62155.98
11/24/2019,Commercial & Industrial,Industrial Controls,Industrial Controls,1444713.88
11/24/2019,Commercial & Industrial,Raco/TayMac,Raco/TayMac,5073339.51
11/24/2019,Commercial & Industrial,WBP,Bryant Electric,337131.26
11/24/2019,Commercial & Industrial,WBP,Premise Wiring,1772816.72
11/24/2019,Commercial & Industrial,WBP,WDK,8089315.04
11/24/2019,Commercial & Industrial,Wiegmann,Wiegmann,736450.95
11/24/2019,Construction & Energy,Burndy - US,Burndy - US,6264078.42
11/24/2019,Construction & Energy,CMC,CMC,1856380.19
11/24/2019,Construction & Energy,Continental Industries,Continental Industries,1366873.16
11/24/2019,Construction & Energy,GAI-Tronics - UK,Gai-Tronics - UK,201617.47
11/24/2019,Construction & Energy,GAI-Tronics - US,GAI-Tronics - US,738141.01
11/24/2019,Construction & Energy,Hawke - UK,Hawke - UK,548184.54
11/24/2019,Construction & Energy,Hubbell Canada,Hubbell Canada,2378563.87
11/24/2019,Construction & Energy,Hubbell Products Mexico,Hubbell Products Mexico,686722.28
11/24/2019,Construction & Energy,Hubbell Scotland,Hubbell Scotland,353656.39
11/24/2019,Construction & Energy,Killark,Killark,1825095.24
11/24/2019,Hubbell Lighting,C & I,AAL,183508.82
11/24/2019,Hubbell Lighting,C & I,Alera,7544.24
11/24/2019,Hubbell Lighting,C & I,Beacon,1169913.68
11/24/2019,Hubbell Lighting,C & I,Columbia,2817089.86
11/24/2019,Hubbell Lighting,C & I,Hubbell Control Solutions,707088.76
11/24/2019,Hubbell Lighting,C & I,Hubbell Lighting Components,342970.47
11/24/2019,Hubbell Lighting,C & I,Industrial Lighting,495861.19
11/24/2019,Hubbell Lighting,C & I,Kim,700590.89
11/24/2019,Hubbell Lighting,C & I,Kurt Versen,27028.9
11/24/2019,Hubbell Lighting,C & I,Life Safety,1515975.84
11/24/2019,Hubbell Lighting,C & I,Litecontrol,1068373.03
11/24/2019,Hubbell Lighting,C & I,Outdoor,1211351.64
11/24/2019,Hubbell Lighting,C & I,Prescolite,1151795.66
11/24/2019,Hubbell Lighting,C & I,Security Lighting,-1364.11
11/24/2019,Hubbell Lighting,Residential,Progress Lighting,6916443.72
11/24/2019,Integrated Solutions,Integrated Solutions,iDevices,202249.74
11/24/2019,Power Systems,Aiken - Arresters,Aiken - Arresters,1535191.26
11/24/2019,Power Systems,Aiken - Cable Acc,Aiken - Cable Acc,444932.3
11/24/2019,Power Systems,Aiken - Insulator,Aiken - Insulator,894087.24
11/24/2019,Power Systems,Civil & Construction,Civil & Construction,3976951.58
11/24/2019,Power Systems,Connectors,Connectors,5510548.6
11/24/2019,Power Systems,Enclosures,Enclosures,3258307.51
11/24/2019,Power Systems,HPS China,HPS China,285964.8
11/24/2019,Power Systems,Switching Fusing,Switching & Fusing,3313442.97
11/24/2019,Power Systems,Tools and Equipment,Tools and Equipment,1272976.07
11/24/2019,Power Systems,Total Bushings,Bushings,1236119.64
11/24/2019,Power Systems,Utility Automation,Utility Automation,2652789.88
12/01/2019,Commercial & Industrial,ACME,ACME,649703.69
12/01/2019,Commercial & Industrial,Gleason Reel,Gleason Reel,351791.45
12/01/2019,Commercial & Industrial,Hipotronics,Hipotronics,146436.39
12/01/2019,Commercial & Industrial,Industrial Controls,Industrial Controls,838093.84
12/01/2019,Commercial & Industrial,Raco/TayMac,Raco/TayMac,3633500.32
12/01/2019,Commercial & Industrial,WBP,Bryant Electric,234565.44
12/01/2019,Commercial & Industrial,WBP,Premise Wiring,699680.67
12/01/2019,Commercial & Industrial,WBP,WDK,5233452.68
12/01/2019,Commercial & Industrial,Wiegmann,Wiegmann,494204.47
12/01/2019,Construction & Energy,Burndy - US,Burndy - US,3733673.87
12/01/2019,Construction & Energy,CMC,CMC,748692.19
12/01/2019,Construction & Energy,Continental Industries,Continental Industries,579389.47
12/01/2019,Construction & Energy,GAI-Tronics - UK,Gai-Tronics - UK,548449.19
12/01/2019,Construction & Energy,GAI-Tronics - US,GAI-Tronics - US,514799.66
12/01/2019,Construction & Energy,Hawke - UK,Hawke - UK,460171.04
12/01/2019,Construction & Energy,Hubbell Canada,Hubbell Canada,2652601.66
12/01/2019,Construction & Energy,Hubbell Products Mexico,Hubbell Products Mexico,2367577.26
12/01/2019,Construction & Energy,Hubbell Scotland,Hubbell Scotland,647127.85
12/01/2019,Construction & Energy,Killark,Killark,892945.86
12/01/2019,Hubbell Lighting,C & I,AAL,95709.01
12/01/2019,Hubbell Lighting,C & I,Alera,21994.59
12/01/2019,Hubbell Lighting,C & I,Beacon,601182.25
12/01/2019,Hubbell Lighting,C & I,Columbia,2164531.48
12/01/2019,Hubbell Lighting,C & I,Hubbell Control Solutions,668338.99
12/01/2019,Hubbell Lighting,C & I,Hubbell Lighting Components,189327.42
12/01/2019,Hubbell Lighting,C & I,Industrial Lighting,98789.66
12/01/2019,Hubbell Lighting,C & I,Kim,291651.9
12/01/2019,Hubbell Lighting,C & I,Kurt Versen,15731
12/01/2019,Hubbell Lighting,C & I,Life Safety,812804.94
12/01/2019,Hubbell Lighting,C & I,Litecontrol,595380.84
12/01/2019,Hubbell Lighting,C & I,Outdoor,535191.74
12/01/2019,Hubbell Lighting,C & I,Prescolite,761142.03
12/01/2019,Hubbell Lighting,C & I,Security Lighting,42355.9
12/01/2019,Hubbell Lighting,Residential,Progress Lighting,4119966.55
12/01/2019,Integrated Solutions,Integrated Solutions,iDevices,115240.78
12/01/2019,Power Systems,Aiken - Arresters,Aiken - Arresters,664610.41
12/01/2019,Power Systems,Aiken - Cable Acc,Aiken - Cable Acc,555131.15
12/01/2019,Power Systems,Aiken - Insulator,Aiken - Insulator,509642.35
12/01/2019,Power Systems,Civil & Construction,Civil & Construction,2150899.01
12/01/2019,Power Systems,Connectors,Connectors,2256112.49
12/01/2019,Power Systems,Enclosures,Enclosures,2634905.85
12/01/2019,Power Systems,HPS China,HPS China,308142.68
12/01/2019,Power Systems,Switching Fusing,Switching & Fusing,1582648.9
12/01/2019,Power Systems,Tools and Equipment,Tools and Equipment,1146123.82
12/01/2019,Power Systems,Total Bushings,Bushings,369427.3
12/01/2019,Power Systems,Utility Automation,Utility Automation,762493.19
12/08/2019,Commercial & Industrial,ACME,ACME,470752.23
12/08/2019,Commercial & Industrial,Gleason Reel,Gleason Reel,508904.71
12/08/2019,Commercial & Industrial,Hipotronics,Hipotronics,225988.09
12/08/2019,Commercial & Industrial,Industrial Controls,Industrial Controls,1191578.66
12/08/2019,Commercial & Industrial,Raco/TayMac,Raco/TayMac,5264035.39
12/08/2019,Commercial & Industrial,WBP,Bryant Electric,373990.75
12/08/2019,Commercial & Industrial,WBP,Premise Wiring,946823.44
12/08/2019,Commercial & Industrial,WBP,WDK,8409873.96
12/08/2019,Commercial & Industrial,Wiegmann,Wiegmann,678167.2
12/08/2019,Construction & Energy,Burndy - US,Burndy - US,5349164.07
12/08/2019,Construction & Energy,CMC,CMC,1231889.95
12/08/2019,Construction & Energy,Continental Industries,Continental Industries,4106473.84
12/08/2019,Construction & Energy,GAI-Tronics - UK,Gai-Tronics - UK,244413.36
12/08/2019,Construction & Energy,GAI-Tronics - US,GAI-Tronics - US,688785.49
12/08/2019,Construction & Energy,Hawke - UK,Hawke - UK,240037.39
12/08/2019,Construction & Energy,Hubbell Canada,Hubbell Canada,2425545.51
12/08/2019,Construction & Energy,Hubbell Products Mexico,Hubbell Products Mexico,-1071590.6
12/08/2019,Construction & Energy,Hubbell Scotland,Hubbell Scotland,328579.86
12/08/2019,Construction & Energy,Killark,Killark,2132716.55
12/08/2019,Hubbell Lighting,C & I,AAL,477301.46
12/08/2019,Hubbell Lighting,C & I,Alera,37225.3
12/08/2019,Hubbell Lighting,C & I,Beacon,675004.24
12/08/2019,Hubbell Lighting,C & I,Columbia,3771576.4
12/08/2019,Hubbell Lighting,C & I,Hubbell Control Solutions,1128564.32
12/08/2019,Hubbell Lighting,C & I,Hubbell Lighting Components,182765.85
12/08/2019,Hubbell Lighting,C & I,Industrial Lighting,306520.6
12/08/2019,Hubbell Lighting,C & I,Kim,1539489.36
12/08/2019,Hubbell Lighting,C & I,Kurt Versen,356556.05
12/08/2019,Hubbell Lighting,C & I,Life Safety,1353730.74
12/08/2019,Hubbell Lighting,C & I,Litecontrol,829351.51
12/08/2019,Hubbell Lighting,C & I,Outdoor,1091789.37
12/08/2019,Hubbell Lighting,C & I,Prescolite,1264358.29
12/08/2019,Hubbell Lighting,C & I,Security Lighting,117210
12/08/2019,Hubbell Lighting,Residential,Progress Lighting,8181329.47
12/08/2019,Integrated Solutions,Integrated Solutions,iDevices,248886.76
12/08/2019,Power Systems,Aiken - Arresters,Aiken - Arresters,1764754.86
12/08/2019,Power Systems,Aiken - Cable Acc,Aiken - Cable Acc,612877.57
12/08/2019,Power Systems,Aiken - Insulator,Aiken - Insulator,1426791.31
12/08/2019,Power Systems,Civil & Construction,Civil & Construction,4188285.95
12/08/2019,Power Systems,Connectors,Connectors,3336347.3
12/08/2019,Power Systems,Enclosures,Enclosures,3428243.48
12/08/2019,Power Systems,HPS China,HPS China,331738.51
12/08/2019,Power Systems,Switching Fusing,Switching & Fusing,2829531.64
12/08/2019,Power Systems,Tools and Equipment,Tools and Equipment,1485849.66
12/08/2019,Power Systems,Total Bushings,Bushings,1065028.18
12/08/2019,Power Systems,Utility Automation,Utility Automation,1296570.94
12/15/2019,Commercial & Industrial,ACME,ACME,824384.67
12/15/2019,Commercial & Industrial,Gleason Reel,Gleason Reel,675772.4
12/15/2019,Commercial & Industrial,Hipotronics,Hipotronics,101585.58
12/15/2019,Commercial & Industrial,Industrial Controls,Industrial Controls,922315.47
12/15/2019,Commercial & Industrial,Raco/TayMac,Raco/TayMac,4763450.57
12/15/2019,Commercial & Industrial,WBP,Bryant Electric,496688.7
12/15/2019,Commercial & Industrial,WBP,Premise Wiring,1612062.19
12/15/2019,Commercial & Industrial,WBP,WDK,8109445.79
12/15/2019,Commercial & Industrial,Wiegmann,Wiegmann,803521.43
12/15/2019,Construction & Energy,Burndy - US,Burndy - US,5522202.33
12/15/2019,Construction & Energy,CMC,CMC,1661633.99
12/15/2019,Construction & Energy,Continental Industries,Continental Industries,2960342.85
12/15/2019,Construction & Energy,GAI-Tronics - UK,Gai-Tronics - UK,271783.77
12/15/2019,Construction & Energy,GAI-Tronics - US,GAI-Tronics - US,630444.24
12/15/2019,Construction & Energy,Hawke - UK,Hawke - UK,102987.13
12/15/2019,Construction & Energy,Hubbell Canada,Hubbell Canada,2431546.05
12/15/2019,Construction & Energy,Hubbell Products Mexico,Hubbell Products Mexico,1950393.78
12/15/2019,Construction & Energy,Hubbell Scotland,Hubbell Scotland,209517.32
12/15/2019,Construction & Energy,Killark,Killark,1821794.93
12/15/2019,Hubbell Lighting,C & I,AAL,280358.42
12/15/2019,Hubbell Lighting,C & I,Alera,52860.11
12/15/2019,Hubbell Lighting,C & I,Beacon,989442.63
12/15/2019,Hubbell Lighting,C & I,Columbia,3910922.06
12/15/2019,Hubbell Lighting,C & I,Hubbell Control Solutions,765226.1
12/15/2019,Hubbell Lighting,C & I,Hubbell Lighting Components,477742.07
12/15/2019,Hubbell Lighting,C & I,Industrial Lighting,215435.77
12/15/2019,Hubbell Lighting,C & I,Kim,1044985.29
12/15/2019,Hubbell Lighting,C & I,Kurt Versen,12301.11
12/15/2019,Hubbell Lighting,C & I,Life Safety,2223874.71
12/15/2019,Hubbell Lighting,C & I,Litecontrol,605606.68
12/15/2019,Hubbell Lighting,C & I,Outdoor,1187574.78
12/15/2019,Hubbell Lighting,C & I,Prescolite,1573234.62
12/15/2019,Hubbell Lighting,C & I,Security Lighting,91718.85
12/15/2019,Hubbell Lighting,Residential,Progress Lighting,6141033.53
12/15/2019,Integrated Solutions,Integrated Solutions,iDevices,146388.31
12/15/2019,Power Systems,Aiken - Arresters,Aiken - Arresters,1496500.05
12/15/2019,Power Systems,Aiken - Cable Acc,Aiken - Cable Acc,1920308.37
12/15/2019,Power Systems,Aiken - Insulator,Aiken - Insulator,991957.02
12/15/2019,Power Systems,Civil & Construction,Civil & Construction,4272050.72
12/15/2019,Power Systems,Connectors,Connectors,3495188.16
12/15/2019,Power Systems,Enclosures,Enclosures,3500615.41
12/15/2019,Power Systems,HPS China,HPS China,274542.81
12/15/2019,Power Systems,Switching Fusing,Switching & Fusing,2782941.58
12/15/2019,Power Systems,Tools and Equipment,Tools and Equipment,1305804.72
12/15/2019,Power Systems,Total Bushings,Bushings,511269.1
12/15/2019,Power Systems,Utility Automation,Utility Automation,1063719.1
12/22/2019,Commercial & Industrial,ACME,ACME,1081982.91
12/22/2019,Commercial & Industrial,Gleason Reel,Gleason Reel,699543.99
12/22/2019,Commercial & Industrial,Hipotronics,Hipotronics,277890.27
12/22/2019,Commercial & Industrial,Industrial Controls,Industrial Controls,1200956.97
12/22/2019,Commercial & Industrial,Raco/TayMac,Raco/TayMac,5112904.86
12/22/2019,Commercial & Industrial,WBP,Bryant Electric,248993.09
12/22/2019,Commercial & Industrial,WBP,Premise Wiring,814724.2
12/22/2019,Commercial & Industrial,WBP,WDK,8417960.47
12/22/2019,Commercial & Industrial,Wiegmann,Wiegmann,898538.61
12/22/2019,Construction & Energy,Burndy - US,Burndy - US,35242737.34
12/22/2019,Construction & Energy,CMC,CMC,1846135.74
12/22/2019,Construction & Energy,Continental Industries,Continental Industries,1152542.16
12/22/2019,Construction & Energy,GAI-Tronics - UK,Gai-Tronics - UK,247670.28
12/22/2019,Construction & Energy,GAI-Tronics - US,GAI-Tronics - US,509716.33
12/22/2019,Construction & Energy,Hawke - UK,Hawke - UK,638202.17
12/22/2019,Construction & Energy,Hubbell Canada,Hubbell Canada,3083412.32
12/22/2019,Construction & Energy,Hubbell Products Mexico,Hubbell Products Mexico,258262.6
12/22/2019,Construction & Energy,Hubbell Scotland,Hubbell Scotland,573896.63
12/22/2019,Construction & Energy,Killark,Killark,1783140.76
