Work Day,Group,Division,Actual $
03/09/2018,Commercial & Industrial,Gleason Reel,140510
03/09/2018,Commercial & Industrial,Haefely,30168
03/09/2018,Commercial & Industrial,Hipotronics,39220
03/09/2018,Commercial & Industrial,Industrial Controls,273424
03/09/2018,Commercial & Industrial,Raco/TayMac,720607
03/09/2018,Commercial & Industrial,WBP,1852481
03/09/2018,Commercial & Industrial,Wiegmann,306779
03/09/2018,Construction & Energy,Austdac,78403
03/09/2018,Construction & Energy,Burndy - US,1350961
03/09/2018,Construction & Energy,CMC,350562
03/09/2018,Construction & Energy,Continental Industries,937600
03/09/2018,Construction & Energy,GAI-Tronics - UK,46774
03/09/2018,Construction & Energy,GAI-Tronics - US,107593
03/09/2018,Construction & Energy,Hawke - UK,111396
03/09/2018,Construction & Energy,Hubbell Canada,422613
03/09/2018,Construction & Energy,Hubbell Products Mexico,304769
03/09/2018,Construction & Energy,Hubbell Scotland,43912
03/09/2018,Construction & Energy,Killark,304320
03/09/2018,Construction & Energy,Lyall,1634700
03/09/2018,Hubbell Lighting,C & I,3829299
03/09/2018,Hubbell Lighting,Residential,924570
03/09/2018,Integrated Solutions,Integrated Solutions,1567
03/09/2018,Power Systems,Aiken - Arresters,250563
03/09/2018,Power Systems,Aiken - Cable Acc,80258
03/09/2018,Power Systems,Aiken - Insulator,432343
03/09/2018,Power Systems,Civil & Construction,689426
03/09/2018,Power Systems,Connectors,750067
03/09/2018,Power Systems,EMC,165142
03/09/2018,Power Systems,Enclosures,556314
03/09/2018,Power Systems,HPS Brazil,380000
03/09/2018,Power Systems,HPS China,208032
03/09/2018,Power Systems,Switching Fusing,701912
03/09/2018,Power Systems,Tools and Equipment,129901
03/09/2018,Power Systems,Total Bushings,629779
03/09/2018,Power Systems,Utility Automation,191003
03/09/2018,Power Systems - Aclara,AMI,890
03/09/2018,Power Systems - Aclara,Meters,421408
03/12/2018,Commercial & Industrial,ACME,126407
03/12/2018,Commercial & Industrial,Gleason Reel,118280
03/12/2018,Commercial & Industrial,Haefely,6930
03/12/2018,Commercial & Industrial,Hipotronics,16470
03/12/2018,Commercial & Industrial,Industrial Controls,280310
03/12/2018,Commercial & Industrial,Raco/TayMac,1783846
03/12/2018,Commercial & Industrial,WBP,1878165
03/12/2018,Commercial & Industrial,Wiegmann,189527
03/12/2018,Construction & Energy,Austdac,88066
03/12/2018,Construction & Energy,Burndy - US,1931284
03/12/2018,Construction & Energy,CMC,137491
03/12/2018,Construction & Energy,Continental Industries,554000
03/12/2018,Construction & Energy,GAI-Tronics - UK,37971
03/12/2018,Construction & Energy,GAI-Tronics - US,458888
03/12/2018,Construction & Energy,Hawke - UK,49069
03/12/2018,Construction & Energy,Hubbell Canada,406404
03/12/2018,Construction & Energy,Hubbell Products Mexico,84732
03/12/2018,Construction & Energy,Hubbell Scotland,15147
03/12/2018,Construction & Energy,Killark,243457
03/12/2018,Construction & Energy,Lyall,997000
03/12/2018,Hubbell Lighting,C & I,3094879
03/12/2018,Hubbell Lighting,Residential,1556844
03/12/2018,Integrated Solutions,Integrated Solutions,4907
03/12/2018,Power Systems,Aiken - Arresters,267228
03/12/2018,Power Systems,Aiken - Cable Acc,77693
03/12/2018,Power Systems,Aiken - Insulator,16093
03/12/2018,Power Systems,Civil & Construction,731463
03/12/2018,Power Systems,Connectors,860084
03/12/2018,Power Systems,EMC,89039
03/12/2018,Power Systems,Enclosures,1014858
03/12/2018,Power Systems,HPS Brazil,251000
03/12/2018,Power Systems,HPS China,725195
03/12/2018,Power Systems,Switching Fusing,472484
03/12/2018,Power Systems,Tools and Equipment,227946
03/12/2018,Power Systems,Total Bushings,86010
03/12/2018,Power Systems,Utility Automation,87819
03/12/2018,Power Systems - Aclara,AMI,833627
03/12/2018,Power Systems - Aclara,Meters,1087147
03/13/2018,Commercial & Industrial,ACME,233462
03/13/2018,Commercial & Industrial,Gleason Reel,96685
03/13/2018,Commercial & Industrial,Haefely,49289
03/13/2018,Commercial & Industrial,Hipotronics,5290
03/13/2018,Commercial & Industrial,Industrial Controls,329456
03/13/2018,Commercial & Industrial,Raco/TayMac,1489461
03/13/2018,Commercial & Industrial,WBP,1957453
03/13/2018,Commercial & Industrial,Wiegmann,210320
03/13/2018,Construction & Energy,Austdac,52478
03/13/2018,Construction & Energy,Burndy - US,603092
03/13/2018,Construction & Energy,CMC,163975
03/13/2018,Construction & Energy,Continental Industries,141100
03/13/2018,Construction & Energy,GAI-Tronics - UK,16606
03/13/2018,Construction & Energy,GAI-Tronics - US,312958
03/13/2018,Construction & Energy,Hawke - UK,182843
03/13/2018,Construction & Energy,Hubbell Canada,496047
03/13/2018,Construction & Energy,Hubbell Products Mexico,114106
03/13/2018,Construction & Energy,Hubbell Scotland,114493
03/13/2018,Construction & Energy,Killark,293809
03/13/2018,Construction & Energy,Lyall,89600
03/13/2018,Hubbell Lighting,C & I,2926585
03/13/2018,Hubbell Lighting,Residential,971256
03/13/2018,Integrated Solutions,Integrated Solutions,23266
03/13/2018,Power Systems,Aiken - Arresters,310642
03/13/2018,Power Systems,Aiken - Cable Acc,99752
03/13/2018,Power Systems,Aiken - Insulator,210892
03/13/2018,Power Systems,Civil & Construction,794078
03/13/2018,Power Systems,Connectors,667515
03/13/2018,Power Systems,EMC,83673
03/13/2018,Power Systems,Enclosures,447809
03/13/2018,Power Systems,HPS Brazil,105000
03/13/2018,Power Systems,HPS China,9248
03/13/2018,Power Systems,Switching Fusing,715966
03/13/2018,Power Systems,Tools and Equipment,815479
03/13/2018,Power Systems,Total Bushings,586598
03/13/2018,Power Systems,Utility Automation,161163
03/13/2018,Power Systems - Aclara,AMI,245547
03/13/2018,Power Systems - Aclara,Meters,5972724
03/14/2018,Commercial & Industrial,ACME,-11869
03/14/2018,Commercial & Industrial,Gleason Reel,192865
03/14/2018,Commercial & Industrial,Haefely,78832
03/14/2018,Commercial & Industrial,Hipotronics,17960
03/14/2018,Commercial & Industrial,Industrial Controls,246577
03/14/2018,Commercial & Industrial,Raco/TayMac,977158
03/14/2018,Commercial & Industrial,WBP,1836816
03/14/2018,Commercial & Industrial,Wiegmann,155628
03/14/2018,Construction & Energy,Austdac,44229
03/14/2018,Construction & Energy,Burndy - US,1157625
03/14/2018,Construction & Energy,CMC,164301
03/14/2018,Construction & Energy,Continental Industries,516000
03/14/2018,Construction & Energy,GAI-Tronics - UK,49716
03/14/2018,Construction & Energy,GAI-Tronics - US,239846
03/14/2018,Construction & Energy,Hawke - UK,190271
03/14/2018,Construction & Energy,Hubbell Canada,274698
03/14/2018,Construction & Energy,Hubbell Products Mexico,78615
03/14/2018,Construction & Energy,Hubbell Scotland,88242
03/14/2018,Construction & Energy,Killark,247708
03/14/2018,Construction & Energy,Lyall,238700
03/14/2018,Hubbell Lighting,C & I,3639696
03/14/2018,Hubbell Lighting,Residential,906626
03/14/2018,Integrated Solutions,Integrated Solutions,17665
03/14/2018,Power Systems,Aiken - Arresters,494620
03/14/2018,Power Systems,Aiken - Cable Acc,62792
03/14/2018,Power Systems,Aiken - Insulator,125946
03/14/2018,Power Systems,Civil & Construction,708808
03/14/2018,Power Systems,Connectors,816288
03/14/2018,Power Systems,EMC,103382
03/14/2018,Power Systems,Enclosures,743944
03/14/2018,Power Systems,HPS Brazil,25000
03/14/2018,Power Systems,HPS China,36636
03/14/2018,Power Systems,Switching Fusing,615401
03/14/2018,Power Systems,Tools and Equipment,254904
03/14/2018,Power Systems,Total Bushings,237392
03/14/2018,Power Systems,Utility Automation,105634
03/14/2018,Power Systems - Aclara,AMI,129018
03/14/2018,Power Systems - Aclara,Meters,810360
03/15/2018,Commercial & Industrial,ACME,334259
03/15/2018,Commercial & Industrial,Gleason Reel,223860
03/15/2018,Commercial & Industrial,Haefely,53856
03/15/2018,Commercial & Industrial,Hipotronics,36886
03/15/2018,Commercial & Industrial,Industrial Controls,235285
03/15/2018,Commercial & Industrial,Raco/TayMac,604974
03/15/2018,Commercial & Industrial,WBP,1584528
03/15/2018,Commercial & Industrial,Wiegmann,302725
03/15/2018,Construction & Energy,Austdac,257363
03/15/2018,Construction & Energy,Burndy - US,1260740
03/15/2018,Construction & Energy,CMC,473125
03/15/2018,Construction & Energy,Continental Industries,1222600
03/15/2018,Construction & Energy,GAI-Tronics - UK,150565
03/15/2018,Construction & Energy,GAI-Tronics - US,142742
03/15/2018,Construction & Energy,Hawke - UK,72445
03/15/2018,Construction & Energy,Hubbell Canada,427796
03/15/2018,Construction & Energy,Hubbell Products Mexico,-29766
03/15/2018,Construction & Energy,Hubbell Scotland,100316
03/15/2018,Construction & Energy,Killark,301626
03/15/2018,Construction & Energy,Lyall,537100
03/15/2018,Hubbell Lighting,C & I,2905629
03/15/2018,Hubbell Lighting,Residential,918269
03/15/2018,Integrated Solutions,Integrated Solutions,13972
03/15/2018,Power Systems,Aiken - Arresters,259368
03/15/2018,Power Systems,Aiken - Cable Acc,77330
03/15/2018,Power Systems,Aiken - Insulator,301353
03/15/2018,Power Systems,Civil & Construction,674570
03/15/2018,Power Systems,Connectors,573169
03/15/2018,Power Systems,EMC,103351
03/15/2018,Power Systems,Enclosures,833260
03/15/2018,Power Systems,HPS Brazil,79000
03/15/2018,Power Systems,HPS China,26167
03/15/2018,Power Systems,Switching Fusing,639886
03/15/2018,Power Systems,Tools and Equipment,653400
03/15/2018,Power Systems,Total Bushings,296945
03/15/2018,Power Systems,Utility Automation,248250
03/15/2018,Power Systems - Aclara,AMI,3053804
03/15/2018,Power Systems - Aclara,Meters,269240
03/16/2018,Commercial & Industrial,ACME,148615
03/16/2018,Commercial & Industrial,Gleason Reel,103443
03/16/2018,Commercial & Industrial,Haefely,77458
03/16/2018,Commercial & Industrial,Hipotronics,19541
03/16/2018,Commercial & Industrial,Industrial Controls,343425
03/16/2018,Commercial & Industrial,Raco/TayMac,392053
03/16/2018,Commercial & Industrial,WBP,1378784
03/16/2018,Commercial & Industrial,Wiegmann,162180
03/16/2018,Construction & Energy,Austdac,19719
03/16/2018,Construction & Energy,Burndy - US,1175013
03/16/2018,Construction & Energy,CMC,177476
03/16/2018,Construction & Energy,Continental Industries,324500
03/16/2018,Construction & Energy,GAI-Tronics - UK,42100
03/16/2018,Construction & Energy,GAI-Tronics - US,-252211
03/16/2018,Construction & Energy,Hawke - UK,49614
03/16/2018,Construction & Energy,Hubbell Canada,657251
03/16/2018,Construction & Energy,Hubbell Products Mexico,203499
03/16/2018,Construction & Energy,Hubbell Scotland,37469
03/16/2018,Construction & Energy,Killark,361379
03/16/2018,Construction & Energy,Lyall,286800
03/16/2018,Hubbell Lighting,C & I,4408850
03/16/2018,Hubbell Lighting,Residential,1729760
03/16/2018,Integrated Solutions,Integrated Solutions,5522
03/16/2018,Power Systems,Aiken - Arresters,333963
03/16/2018,Power Systems,Aiken - Cable Acc,247590
03/16/2018,Power Systems,Aiken - Insulator,183560
03/16/2018,Power Systems,Civil & Construction,718946
03/16/2018,Power Systems,Connectors,566193
03/16/2018,Power Systems,EMC,121730
03/16/2018,Power Systems,Enclosures,656348
03/16/2018,Power Systems,HPS Brazil,215000
03/16/2018,Power Systems,HPS China,29562
03/16/2018,Power Systems,Switching Fusing,974518
03/16/2018,Power Systems,Tools and Equipment,233025
03/16/2018,Power Systems,Total Bushings,183590
03/16/2018,Power Systems,Utility Automation,144488
03/16/2018,Power Systems - Aclara,AMI,225081
03/16/2018,Power Systems - Aclara,Meters,-124768
03/19/2018,Commercial & Industrial,ACME,161161
03/19/2018,Commercial & Industrial,Gleason Reel,52051
03/19/2018,Commercial & Industrial,Haefely,35937
03/19/2018,Commercial & Industrial,Hipotronics,4386
03/19/2018,Commercial & Industrial,Industrial Controls,364642
03/19/2018,Commercial & Industrial,Raco/TayMac,1375838
03/19/2018,Commercial & Industrial,WBP,1239020
03/19/2018,Commercial & Industrial,Wiegmann,195781
03/19/2018,Construction & Energy,Austdac,163640
03/19/2018,Construction & Energy,Burndy - US,897873
03/19/2018,Construction & Energy,CMC,212064
03/19/2018,Construction & Energy,Continental Industries,795600
03/19/2018,Construction & Energy,GAI-Tronics - UK,33578
03/19/2018,Construction & Energy,GAI-Tronics - US,761331
03/19/2018,Construction & Energy,Hawke - UK,90387
03/19/2018,Construction & Energy,Hubbell Canada,302460
03/19/2018,Construction & Energy,Hubbell Scotland,13886
03/19/2018,Construction & Energy,Killark,347209
03/19/2018,Construction & Energy,Lyall,444900
03/19/2018,Hubbell Lighting,C & I,2960415
03/19/2018,Hubbell Lighting,Residential,1498747
03/19/2018,Integrated Solutions,Integrated Solutions,2143
03/19/2018,Power Systems,Aiken - Arresters,124698
03/19/2018,Power Systems,Aiken - Cable Acc,25381
03/19/2018,Power Systems,Aiken - Insulator,362114
03/19/2018,Power Systems,Civil & Construction,496527
03/19/2018,Power Systems,Connectors,409836
03/19/2018,Power Systems,EMC,63943
03/19/2018,Power Systems,Enclosures,1117498
03/19/2018,Power Systems,HPS Brazil,158000
03/19/2018,Power Systems,HPS China,3822
03/19/2018,Power Systems,Switching Fusing,676485
03/19/2018,Power Systems,Tools and Equipment,192395
03/19/2018,Power Systems,Total Bushings,218469
03/19/2018,Power Systems,Utility Automation,108326
03/19/2018,Power Systems - Aclara,AMI,483979
03/19/2018,Power Systems - Aclara,Meters,179844
03/20/2018,Commercial & Industrial,ACME,170413
03/20/2018,Commercial & Industrial,Gleason Reel,41523
03/20/2018,Commercial & Industrial,Haefely,1265
03/20/2018,Commercial & Industrial,Hipotronics,6709
03/20/2018,Commercial & Industrial,Industrial Controls,309481
03/20/2018,Commercial & Industrial,Raco/TayMac,967834
03/20/2018,Commercial & Industrial,WBP,1746253
03/20/2018,Commercial & Industrial,Wiegmann,184588
03/20/2018,Construction & Energy,Austdac,57820
03/20/2018,Construction & Energy,Burndy - US,1125844
03/20/2018,Construction & Energy,CMC,664400
03/20/2018,Construction & Energy,Continental Industries,-52800
03/20/2018,Construction & Energy,GAI-Tronics - UK,48411
03/20/2018,Construction & Energy,GAI-Tronics - US,146951
03/20/2018,Construction & Energy,Hawke - UK,59876
03/20/2018,Construction & Energy,Hubbell Canada,704946
03/20/2018,Construction & Energy,Hubbell Products Mexico,152226
03/20/2018,Construction & Energy,Hubbell Scotland,136629
03/20/2018,Construction & Energy,Killark,369723
03/20/2018,Construction & Energy,Lyall,768900
03/20/2018,Hubbell Lighting,C & I,3149942
03/20/2018,Hubbell Lighting,Residential,811956
03/20/2018,Integrated Solutions,Integrated Solutions,19311
03/20/2018,Power Systems,Aiken - Arresters,466352
03/20/2018,Power Systems,Aiken - Cable Acc,121286
03/20/2018,Power Systems,Aiken - Insulator,456410
03/20/2018,Power Systems,Civil & Construction,845395
03/20/2018,Power Systems,Connectors,1180312
03/20/2018,Power Systems,EMC,91352
03/20/2018,Power Systems,Enclosures,285116
03/20/2018,Power Systems,HPS Brazil,231000
03/20/2018,Power Systems,HPS China,6855
03/20/2018,Power Systems,Switching Fusing,488707
03/20/2018,Power Systems,Tools and Equipment,325719
03/20/2018,Power Systems,Total Bushings,389307
03/20/2018,Power Systems,Utility Automation,213956
03/20/2018,Power Systems - Aclara,AMI,585314
03/20/2018,Power Systems - Aclara,Meters,648291
03/21/2018,Commercial & Industrial,ACME,127115
03/21/2018,Commercial & Industrial,Gleason Reel,162189
03/21/2018,Commercial & Industrial,Haefely,121633
03/21/2018,Commercial & Industrial,Hipotronics,33280
03/21/2018,Commercial & Industrial,Industrial Controls,33137
03/21/2018,Commercial & Industrial,Raco/TayMac,842366
03/21/2018,Commercial & Industrial,WBP,1737465
03/21/2018,Commercial & Industrial,Wiegmann,182141
03/21/2018,Construction & Energy,Austdac,48786
03/21/2018,Construction & Energy,Burndy - US,728205
03/21/2018,Construction & Energy,CMC,243846
03/21/2018,Construction & Energy,Continental Industries,421600
03/21/2018,Construction & Energy,GAI-Tronics - UK,113608
03/21/2018,Construction & Energy,GAI-Tronics - US,139923
03/21/2018,Construction & Energy,Hawke - UK,109304
03/21/2018,Construction & Energy,Hubbell Canada,471024
03/21/2018,Construction & Energy,Hubbell Products Mexico,151560
03/21/2018,Construction & Energy,Hubbell Scotland,97289
03/21/2018,Construction & Energy,Killark,274481
03/21/2018,Construction & Energy,Lyall,459900
03/21/2018,Hubbell Lighting,C & I,2901836
03/21/2018,Hubbell Lighting,Residential,1021784
03/21/2018,Integrated Solutions,Integrated Solutions,19022
03/21/2018,Power Systems,Aiken - Arresters,252915
03/21/2018,Power Systems,Aiken - Cable Acc,34107
